567,43
568,45
569,49
570,55
571,58
572,64
573,65
574,73
575,74
576,75
577,79
578,80
579,85
580,86
581,88
582,92
583,113
584,126
585,127
586,155
587,156
588,159
589,177
590,183
591,188
592,189
593,1
594,3
595,4
596,1
597,4
598,5
599,7
600,8
601,9
602,12
603,24
604,29
605,39
606,45
607,47
608,58
609,66
610,85
611,92
612,117
613,118
614,121
615,122
616,125
617,127
618,156
619,160
620,167
621,171
622,181
623,182
624,4
625,53
626,4
627,18
628,1
629,4
630,37
631,102
632,103
633,105
634,109
635,114
636,130
637,131
638,147
639,156
640,173
641,176
642,184
643,189
644,1
645,2
646,19
647,31
648,46
649,57
650,94
651,100
652,118
653,147
654,148
655,154
656,161
657,173
658,176
659,180
660,1
661,2
662,4
663,13
664,38
665,39
666,58
667,70
668,77
669,5
670,41
671,128
672,1
673,4
674,10
675,18
676,98
677,147
678,154
679,156
680,167
681,176
682,180
683,4
684,58
685,82
686,4
687,20
688,1
689,4
690,23
691,25
692,28
693,29
694,48
695,53
696,66
697,72
698,108
699,156
700,170
701,171
702,172
703,183
704,192
705,196
706,1
707,2
708,4
709,4
710,25
711,32
712,36
713,44
714,109
715,120
716,129
717,136
718,137
719,138
720,139
721,4
722,53
723,66
724,152
725,170
726,176
727,4
728,132
729,1
730,2
731,4
732,39
733,43
734,49
735,53
736,57
737,59
738,64
739,78
740,88
741,101
742,110
743,115
744,116
745,120
746,153
747,154
748,156
749,161
750,162
751,176
752,180
753,4
754,1
755,4
756,143
757,144
758,1
759,4
760,1
761,2
762,4
763,30
764,37
765,55
766,66
767,79
768,88
769,96
770,98
771,102
772,103
773,104
774,112
775,135
776,193
777,4
778,23
779,24
780,27
781,28
782,48
783,93
784,103
785,108
786,127
787,152
788,156
789,160
790,165
791,171
792,173
793,174
794,176
795,1
796,2
797,4
798,8
799,11
800,24
801,26
802,29
803,39
804,115
805,121
806,187
807,191
808,4
809,1
810,2
811,4
812,10
813,38
814,41
815,64
816,65
817,128
818,169
819,4
820,1
821,11
822,12
823,23
824,27
825,30
826,34
827,35
828,37
829,55
830,121
831,160
832,165
833,174
834,189
835,1
836,10
837,76
838,81
839,82
840,99
841,100
842,161
843,180
844,4
845,20
846,82
847,87
848,99
849,101
850,119
851,163
852,166
853,167
854,170
855,180
856,4
857,4
858,4
859,39
860,96
861,4
862,105
863,116
864,4
865,4
866,4
867,1
868,58
869,4
870,45
871,46
872,152
873,160
874,165
875,174
876,1
877,2
878,4
879,11
880,26
881,54
882,82
883,84
884,128
885,189
886,4
887,98
888,4
889,4
890,1
891,4
892,1
893,4
894,45
895,89
896,92
897,1
898,4
899,15
900,152
901,160
902,165
903,174
904,4
905,4
906,37
907,95
908,1
909,4
910,64
911,113
912,148
913,158
914,4
915,4
916,30
917,55
918,1
919,2
920,4
921,118
922,4
923,1
924,4
925,148
926,169
927,4
928,4
929,9
930,64
931,4
932,156
933,183
934,1
935,4
936,25
937,50
938,52
939,91
940,146
941,1
942,4
943,76
944,97
945,165
946,166
947,4
948,105
949,4
950,4
951,19
952,4
